step,t_sec,x,y,yaw,ref_x,ref_y,ref_yaw,pos_err,yaw_err,v_cmd,w_cmd,delta_v,delta_w,lin_accel,ang_accel
98,9.8,3.017316,1.461763,1.46629,3.161292,2.011292,1.570796,0.568078,-0.104506,0.503623,-0.440385,-0.002795,0.050939,-0.027949,0.509388
99,9.9,3.022569,1.51185,1.422252,3.161292,2.061292,1.570796,0.566684,-0.148544,0.501704,-0.373668,-0.001919,0.066717,-0.019189,0.667171
100,10.0,3.029994,1.561468,1.384885,3.161292,2.111292,1.570796,0.565284,-0.185911,0.500903,-0.303668,-0.000802,0.07,-0.008015,0.7
101,10.1,3.039253,1.610695,1.354518,3.161292,2.161292,1.570796,0.56396,-0.216278,0.501284,-0.233668,0.000381,0.07,0.003807,0.7
102,10.2,3.05001,1.659656,1.331151,3.161292,2.211292,1.570796,0.562749,-0.239645,0.502744,-0.163668,0.00146,0.07,0.014602,0.7
103,10.3,3.061943,1.708493,1.314785,3.161292,2.261292,1.570796,0.561656,-0.256012,0.505049,-0.093668,0.002305,0.07,0.023052,0.7
104,10.4,3.074732,1.757352,1.305418,3.161292,2.311292,1.570796,0.560662,-0.265379,0.507879,-0.023668,0.00283,0.07,0.028298,0.7
105,10.5,3.088053,1.806362,1.303051,3.161292,2.361292,1.570796,0.559742,-0.267745,0.510873,0.046332,0.002994,0.07,0.029944,0.7
106,10.6,3.101568,1.855629,1.307684,3.161292,2.411292,1.570796,0.558864,-0.263112,0.513675,0.116332,0.002801,0.07,0.028015,0.7
107,10.7,3.114928,1.905229,1.319317,3.161292,2.461292,1.570796,0.557993,-0.251479,0.515963,0.186332,0.002288,0.07,0.02288,0.7
108,10.8,3.127767,1.955202,1.33795,3.161292,2.511292,1.570796,0.5571,-0.232846,0.517481,0.243666,0.001518,0.057335,0.015183,0.573346
109,10.9,3.139708,2.005554,1.362317,3.161292,2.561292,1.570796,0.556158,-0.208479,0.518058,0.285506,0.000577,0.04184,0.005767,0.418402
